food_code,serving_size_str,serving_size_unit,serving_size_value,product_weight_str,product_weight_unit,product_weight_value
D108-355030000-0001,100g,g,100.0,200g,g,200.0
D108-357110000-0001,100g,g,100.0,200g,g,200.0
D108-359120000-0001,100g,g,100.0,150g,g,150.0
D108-361180000-0001,100g,g,100.0,5g,g,5.0
D108-362041400-0001,100g,g,100.0,170g,g,170.0
D108-365000000-0001,100g,g,100.0,340g,g,340.0
D108-368000000-0001,100g,g,100.0,220g,g,220.0
D108-376000000-0001,100g,g,100.0,200g,g,200.0
D108-377000000-0001,100g,g,100.0,160g,g,160.0
D108-379000000-0001,100g,g,100.0,70g,g,70.0
D108-380000000-0001,100g,g,100.0,80g,g,80.0
D108-380100000-0001,100g,g,100.0,80g,g,80.0
D108-381000000-0001,100g,g,100.0,80g,g,80.0
D108-382000000-0001,100g,g,100.0,200g,g,200.0
D108-382020000-0001,100g,g,100.0,200g,g,200.0
D108-383000000-0001,100g,g,100.0,200g,g,200.0
D108-384000000-0001,100g,g,100.0,180g,g,180.0
D108-386000000-0001,100g,g,100.0,200g,g,200.0
D108-387140000-0001,100g,g,100.0,200g,g,200.0
D108-387150000-0001,100g,g,100.0,200g,g,200.0
D108-390000000-0001,100g,g,100.0,200g,g,200.0
D108-392000000-0001,100g,g,100.0,250g,g,250.0
D108-396020000-0001,100g,g,100.0,100g,g,100.0
D108-398210000-0001,100g,g,100.0,180g,g,180.0
D108-399000000-0001,100g,g,100.0,180g,g,180.0
D108-401060000-0001,100g,g,100.0,180g,g,180.0
D108-402000000-0001,100g,g,100.0,340g,g,340.0
D108-404000000-0001,100g,g,100.0,200g,g,200.0
D109-407000000-0001,100g,g,100.0,200g,g,200.0
D109-408000000-0001,100g,g,100.0,200g,g,200.0
D109-409000000-0001,100g,g,100.0,140g,g,140.0
D109-412000000-0001,100g,g,100.0,150g,g,150.0
D109-416000000-0001,100g,g,100.0,100g,g,100.0
D109-417000000-0001,100g,g,100.0,60g,g,60.0
D109-417120000-0001,100g,g,100.0,100g,g,100.0
D109-419000000-0001,100g,g,100.0,100g,g,100.0
D109-421000000-0001,100g,g,100.0,200g,g,200.0
D109-422000000-0001,100g,g,100.0,180g,g,180.0
D109-425100000-0001,100g,g,100.0,150g,g,150.0
D109-426000000-0001,100g,g,100.0,150g,g,150.0
D109-427050000-0001,100g,g,100.0,170g,g,170.0
D109-433000000-0001,100g,g,100.0,110g,g,110.0
D109-434000000-0001,100g,g,100.0,150g,g,150.0
D109-437050000-0001,100g,g,100.0,200g,g,200.0
D109-437060000-0001,100g,g,100.0,200g,g,200.0
D109-437080000-0001,100g,g,100.0,200g,g,200.0
D109-437110000-0001,100g,g,100.0,200g,g,200.0
D109-439000000-0001,100g,g,100.0,100g,g,100.0
D109-441110000-0001,100g,g,100.0,150g,g,150.0
D110-450000000-0001,100g,g,100.0,100g,g,100.0
D110-450320000-0001,100g,g,100.0,130g,g,130.0
D110-451000000-0001,100g,g,100.0,20g,g,20.0
D110-455160000-0001,100g,g,100.0,230g,g,230.0
D110-456000000-0001,100g,g,100.0,100g,g,100.0
D110-456310000-0001,100g,g,100.0,100g,g,100.0
D110-457000000-0001,100g,g,100.0,200g,g,200.0
D110-461000000-0001,100g,g,100.0,200g,g,200.0
D614-648000000-0001,100ml,ml,100.0,14.6m,m,14.6
D110-462000000-0001,100g,g,100.0,300g,g,300.0
D110-462155200-0001,100g,g,100.0,80g,g,80.0
D110-463000000-0001,100g,g,100.0,90g,g,90.0
D110-464110000-0001,100g,g,100.0,230g,g,230.0
D110-464320000-0001,100g,g,100.0,230g,g,230.0
D110-465000000-0001,100g,g,100.0,250g,g,250.0
D110-467000000-0001,100g,g,100.0,180g,g,180.0
D110-467320000-0001,100g,g,100.0,200g,g,200.0
D110-468000000-0001,100g,g,100.0,200g,g,200.0
D110-469000000-0001,100g,g,100.0,140g,g,140.0
D110-469210000-0001,100g,g,100.0,50g,g,50.0
D110-470000000-0001,100g,g,100.0,160g,g,160.0
D110-472000000-0001,100g,g,100.0,50g,g,50.0
D110-472070000-0001,100g,g,100.0,50g,g,50.0
D110-472130000-0001,100g,g,100.0,50g,g,50.0
D110-472190000-0001,100g,g,100.0,50g,g,50.0
D110-472360000-0001,100g,g,100.0,50g,g,50.0
D110-474090000-0001,100g,g,100.0,200g,g,200.0
D614-647480000-0001,100ml,ml,100.0,49.7m,m,49.7
D110-475000000-0001,100g,g,100.0,80g,g,80.0
D110-476140000-0001,100g,g,100.0,50g,g,50.0
D110-476260000-0001,100g,g,100.0,120g,g,120.0
D110-477000000-0001,100g,g,100.0,90g,g,90.0
D110-478220000-0001,100g,g,100.0,200g,g,200.0
D110-480000000-0001,100g,g,100.0,200g,g,200.0
D110-481090000-0001,100g,g,100.0,220g,g,220.0
D110-481250000-0001,100g,g,100.0,230g,g,230.0
D110-481320000-0001,100g,g,100.0,230g,g,230.0
D110-482000000-0001,100g,g,100.0,200g,g,200.0
D110-484000000-0001,100g,g,100.0,50g,g,50.0
D110-485000000-0001,100g,g,100.0,80g,g,80.0
D110-486000000-0001,100g,g,100.0,140g,g,140.0
D110-486320000-0001,100g,g,100.0,90g,g,90.0
D110-488000000-0001,100g,g,100.0,200g,g,200.0
D110-490000000-0001,100g,g,100.0,220g,g,220.0
D110-491070000-0001,100g,g,100.0,50g,g,50.0
D110-491130000-0001,100g,g,100.0,50g,g,50.0
D614-647320000-0001,100ml,ml,100.0,190ml,ml,190.0
D202-103000000-0127,100g,g,100.0,101g,g,101.0
D202-103000000-0128,100g,g,100.0,295g,g,295.0
D202-103000000-0129,100g,g,100.0,103g,g,103.0
D202-103000000-0130,100g,g,100.0,216g,g,216.0
D202-103000000-0131,100g,g,100.0,225g,g,225.0
D202-103000000-0132,100g,g,100.0,420g,g,420.0
D202-103000000-0133,100g,g,100.0,448g,g,448.0
D202-103000000-0134,100g,g,100.0,379g,g,379.0
D202-103000000-0135,100g,g,100.0,262g,g,262.0
D202-103000000-0136,100g,g,100.0,157g,g,157.0
D202-103000000-0137,100g,g,100.0,195g,g,195.0
D202-103000000-0138,100g,g,100.0,195g,g,195.0
D202-103000000-0139,100g,g,100.0,205g,g,205.0
D202-103000000-0140,100g,g,100.0,112g,g,112.0
D202-103000000-0141,100g,g,100.0,125g,g,125.0
D202-103000000-0142,100g,g,100.0,140g,g,140.0
D202-103000000-0143,100g,g,100.0,175g,g,175.0
D202-103000000-0144,100g,g,100.0,160g,g,160.0
D202-103000000-0145,100g,g,100.0,306g,g,306.0
D202-103000000-0146,100g,g,100.0,130g,g,130.0
D202-103000000-0147,100g,g,100.0,203g,g,203.0
D202-103000000-0148,100g,g,100.0,73g,g,73.0
D202-103000000-0149,100g,g,100.0,60g,g,60.0
D202-103000000-0150,100g,g,100.0,64g,g,64.0
D202-103000000-0151,100g,g,100.0,64g,g,64.0
D202-103000000-0152,100g,g,100.0,550g,g,550.0
D202-103000000-0153,100g,g,100.0,52g,g,52.0
D202-103000000-0154,100g,g,100.0,75g,g,75.0
D202-103000000-0155,100g,g,100.0,94g,g,94.0
D202-103000000-0156,100g,g,100.0,685g,g,685.0
D202-103000000-0157,100g,g,100.0,100g,g,100.0
D202-103000000-0158,100g,g,100.0,110g,g,110.0
D202-103000000-0159,100g,g,100.0,58g,g,58.0
D202-103000000-0160,100g,g,100.0,56g,g,56.0
D202-103000000-0161,100g,g,100.0,120g,g,120.0
D202-103000000-0162,100g,g,100.0,286g,g,286.0
D202-103000000-0163,100g,g,100.0,300g,g,300.0
D202-103000000-0164,100g,g,100.0,298g,g,298.0
D202-103000000-0165,100g,g,100.0,308g,g,308.0
D202-103000000-0166,100g,g,100.0,207g,g,207.0
D202-096000000-0057,100g,g,100.0,120g,g,120.0
D202-096000000-0058,100g,g,100.0,140g,g,140.0
D202-096000000-0059,100g,g,100.0,283g,g,283.0
D202-096000000-0060,100g,g,100.0,200g,g,200.0
D202-096000000-0062,100g,g,100.0,155g,g,155.0
D202-096000000-0063,100g,g,100.0,181g,g,181.0
D202-096000000-0064,100g,g,100.0,167g,g,167.0
D202-096000000-0065,100g,g,100.0,139g,g,139.0
D202-096000000-0066,100g,g,100.0,304g,g,304.0
D202-096000000-0067,100g,g,100.0,414g,g,414.0
D202-096000000-0068,100g,g,100.0,78g,g,78.0
D202-096000000-0069,100g,g,100.0,240g,g,240.0
D202-096000000-0070,100g,g,100.0,238g,g,238.0
D202-096000000-0071,100g,g,100.0,143g,g,143.0
D202-096000000-0072,100g,g,100.0,80g,g,80.0
D202-096000000-0073,100g,g,100.0,189g,g,189.0
D202-096000000-0074,100g,g,100.0,308g,g,308.0
D202-096000000-0075,100g,g,100.0,240g,g,240.0
D614-647000000-0001,100ml,ml,100.0,70.4m,m,70.4
D220-737000000-0228,100ml,ml,100.0,415g,g,415.0
D220-737000000-0229,100ml,ml,100.0,430g,g,430.0
D220-737000000-0230,100ml,ml,100.0,450g,g,450.0
D220-737000000-0231,100ml,ml,100.0,470g,g,470.0
D220-737000000-0232,100ml,ml,100.0,558g,g,558.0
D220-737000000-0233,100ml,ml,100.0,600g,g,600.0
D220-737000000-0234,100ml,ml,100.0,311g,g,311.0
D220-737000000-0235,100ml,ml,100.0,600g,g,600.0
D220-737000000-0236,100ml,ml,100.0,430g,g,430.0
D220-737000000-0237,100ml,ml,100.0,360g,g,360.0
D220-737000000-0238,100ml,ml,100.0,591g,g,591.0
D220-737000000-0239,100ml,ml,100.0,450g,g,450.0
D220-737000000-0240,100ml,ml,100.0,420g,g,420.0
D220-737000000-0241,100ml,ml,100.0,360g,g,360.0
D220-737000000-0242,100ml,ml,100.0,355g,g,355.0
D220-737000000-0243,100ml,ml,100.0,473g,g,473.0
D220-737000000-0244,100ml,ml,100.0,591g,g,591.0
D220-737000000-0245,100ml,ml,100.0,414g,g,414.0
D220-737000000-0246,100ml,ml,100.0,591g,g,591.0
D202-096000000-0095,100g,g,100.0,226g,g,226.0
D202-096000000-0096,100g,g,100.0,297g,g,297.0
D202-096000000-0097,100g,g,100.0,220g,g,220.0
D202-096000000-0098,100g,g,100.0,185g,g,185.0
D202-096000000-0099,100g,g,100.0,186g,g,186.0
D202-096000000-0100,100g,g,100.0,180g,g,180.0
D202-096000000-0101,100g,g,100.0,150g,g,150.0
D202-096000000-0102,100g,g,100.0,80g,g,80.0
D202-096000000-0103,100g,g,100.0,180g,g,180.0
D202-096000000-0104,100g,g,100.0,220g,g,220.0
D202-096000000-0105,100g,g,100.0,181g,g,181.0
D202-096000000-0106,100g,g,100.0,244g,g,244.0
D202-096000000-0107,100g,g,100.0,218g,g,218.0
D202-096000000-0108,100g,g,100.0,190g,g,190.0
D202-096000000-0109,100g,g,100.0,269g,g,269.0
D202-096000000-0110,100g,g,100.0,75g,g,75.0
D202-096000000-0111,100g,g,100.0,80g,g,80.0
D202-096000000-0112,100g,g,100.0,155g,g,155.0
D202-096000000-0132,100g,g,100.0,268g,g,268.0
D202-096000000-0133,100g,g,100.0,69g,g,69.0
D202-096000000-0134,100g,g,100.0,100g,g,100.0
D202-096000000-0135,100g,g,100.0,85g,g,85.0
D202-096000000-0136,100g,g,100.0,142g,g,142.0
D202-096000000-0137,100g,g,100.0,138g,g,138.0
D202-096000000-0138,100g,g,100.0,120g,g,120.0
D202-096000000-0139,100g,g,100.0,266g,g,266.0
D202-096000000-0140,100g,g,100.0,115g,g,115.0
D202-096000000-0141,100g,g,100.0,140g,g,140.0
D202-096000000-0142,100g,g,100.0,195g,g,195.0
D202-096000000-0143,100g,g,100.0,242g,g,242.0
D202-096000000-0144,100g,g,100.0,70g,g,70.0
D202-096000000-0145,100g,g,100.0,120g,g,120.0
D202-096000000-0146,100g,g,100.0,243g,g,243.0
D202-096000000-0147,100g,g,100.0,120g,g,120.0
D202-096000000-0148,100g,g,100.0,264g,g,264.0
D202-096000000-0149,100g,g,100.0,155g,g,155.0
D614-645261200-0001,100ml,ml,100.0,70ml,ml,70.0
D202-096000000-0150,100g,g,100.0,77g,g,77.0
D202-096000000-0151,100g,g,100.0,110g,g,110.0
D202-096000000-0152,100g,g,100.0,70g,g,70.0
D202-096000000-0153,100g,g,100.0,230g,g,230.0
D202-097000000-0002,100g,g,100.0,120g,g,120.0
D202-097000000-0003,100g,g,100.0,235g,g,235.0
D202-097000000-0004,100g,g,100.0,102g,g,102.0
D202-097000000-0005,100g,g,100.0,130g,g,130.0
D202-097000000-0006,100g,g,100.0,170g,g,170.0
D202-097000000-0007,100g,g,100.0,330g,g,330.0
D202-097000000-0008,100g,g,100.0,250g,g,250.0
D202-097000000-0009,100g,g,100.0,220g,g,220.0
D202-097000000-0010,100g,g,100.0,93g,g,93.0
D202-097000000-0011,100g,g,100.0,85g,g,85.0
D202-097000000-0012,100g,g,100.0,115g,g,115.0
D202-097000000-0013,100g,g,100.0,76g,g,76.0
D202-097000000-0014,100g,g,100.0,60g,g,60.0
D202-097000000-0015,100g,g,100.0,72g,g,72.0
D202-097000000-0016,100g,g,100.0,85g,g,85.0
D202-098000000-0003,100g,g,100.0,170g,g,170.0
D202-098000000-0004,100g,g,100.0,135g,g,135.0
D202-098000000-0005,100g,g,100.0,115g,g,115.0
D202-098000000-0006,100g,g,100.0,193g,g,193.0
D202-098000000-0007,100g,g,100.0,94g,g,94.0
D202-098000000-0008,100g,g,100.0,162g,g,162.0
D202-098000000-0009,100g,g,100.0,100g,g,100.0
D202-098000000-0010,100g,g,100.0,137g,g,137.0
D202-098000000-0011,100g,g,100.0,129g,g,129.0
D202-098000000-0012,100g,g,100.0,119g,g,119.0
D202-098000000-0013,100g,g,100.0,130g,g,130.0
D202-098000000-0014,100g,g,100.0,120g,g,120.0
D202-098000000-0015,100g,g,100.0,130g,g,130.0
D202-098000000-0016,100g,g,100.0,168g,g,168.0
D202-098000000-0018,100g,g,100.0,134g,g,134.0
D202-098000000-0019,100g,g,100.0,175g,g,175.0
D202-099000000-0001,100g,g,100.0,90g,g,90.0
D202-099000000-0002,100g,g,100.0,80g,g,80.0
D614-645260000-0001,100ml,ml,100.0,60ml,ml,60.0
D202-101000000-0010,100g,g,100.0,85g,g,85.0
D202-102000000-0001,100g,g,100.0,317g,g,317.0
D202-102000000-0002,100g,g,100.0,140g,g,140.0
D202-102000000-0003,100g,g,100.0,237g,g,237.0
D202-102000000-0004,100g,g,100.0,198g,g,198.0
D202-102000000-0005,100g,g,100.0,264g,g,264.0
D202-102000000-0006,100g,g,100.0,90g,g,90.0
D202-102000000-0007,100g,g,100.0,120g,g,120.0
D202-102000000-0008,100g,g,100.0,120g,g,120.0
D202-103000000-0001,100g,g,100.0,50g,g,50.0
D202-103000000-0002,100g,g,100.0,130g,g,130.0
D202-103000000-0003,100g,g,100.0,226g,g,226.0
D202-103000000-0004,100g,g,100.0,150g,g,150.0
D202-103000000-0005,100g,g,100.0,215g,g,215.0
D202-103000000-0006,100g,g,100.0,70g,g,70.0
D202-103000000-0007,100g,g,100.0,715g,g,715.0
D202-103000000-0008,100g,g,100.0,240g,g,240.0
D202-103000000-0009,100g,g,100.0,220g,g,220.0
D202-103000000-0010,100g,g,100.0,105g,g,105.0
D202-103000000-0011,100g,g,100.0,170g,g,170.0
D202-103000000-0012,100g,g,100.0,150g,g,150.0
D202-103000000-0013,100g,g,100.0,115g,g,115.0
D202-103000000-0014,100g,g,100.0,260g,g,260.0
D202-103000000-0015,100g,g,100.0,165g,g,165.0
D202-103000000-0016,100g,g,100.0,216g,g,216.0
D202-103000000-0017,100g,g,100.0,32g,g,32.0
D202-103000000-0018,100g,g,100.0,190g,g,190.0
D202-103000000-0019,100g,g,100.0,128g,g,128.0
D202-103000000-0020,100g,g,100.0,170g,g,170.0
D202-103000000-0021,100g,g,100.0,250g,g,250.0
D202-103000000-0022,100g,g,100.0,220g,g,220.0
D202-103000000-0023,100g,g,100.0,270g,g,270.0
D202-103000000-0024,100g,g,100.0,150g,g,150.0
D202-103000000-0025,100g,g,100.0,175g,g,175.0
D202-103000000-0026,100g,g,100.0,285g,g,285.0
D202-103000000-0027,100g,g,100.0,160g,g,160.0
D202-103000000-0028,100g,g,100.0,189g,g,189.0
D202-103000000-0029,100g,g,100.0,240g,g,240.0
D202-103000000-0030,100g,g,100.0,180g,g,180.0
D202-103000000-0031,100g,g,100.0,190g,g,190.0
D202-103000000-0032,100g,g,100.0,300g,g,300.0
D202-103000000-0033,100g,g,100.0,83g,g,83.0
D202-103000000-0034,100g,g,100.0,95g,g,95.0
D202-103000000-0035,100g,g,100.0,90g,g,90.0
D202-103000000-0036,100g,g,100.0,123g,g,123.0
D202-103000000-0037,100g,g,100.0,30g,g,30.0
D202-103000000-0038,100g,g,100.0,210g,g,210.0
D202-103000000-0039,100g,g,100.0,115g,g,115.0
D202-103000000-0040,100g,g,100.0,110g,g,110.0
D202-103000000-0041,100g,g,100.0,135g,g,135.0
D202-103000000-0042,100g,g,100.0,180g,g,180.0
D202-103000000-0043,100g,g,100.0,190g,g,190.0
D202-103000000-0044,100g,g,100.0,159g,g,159.0
D202-103000000-0045,100g,g,100.0,188g,g,188.0
D202-103000000-0046,100g,g,100.0,95g,g,95.0
D202-103000000-0047,100g,g,100.0,105g,g,105.0
D202-103000000-0048,100g,g,100.0,95g,g,95.0
D202-103000000-0049,100g,g,100.0,130g,g,130.0
D202-103000000-0050,100g,g,100.0,220g,g,220.0
D202-103000000-0051,100g,g,100.0,210g,g,210.0
D202-103000000-0052,100g,g,100.0,301g,g,301.0
D202-103000000-0053,100g,g,100.0,80g,g,80.0
D202-103000000-0054,100g,g,100.0,322g,g,322.0
D202-103000000-0055,100g,g,100.0,175g,g,175.0
D202-103000000-0056,100g,g,100.0,124g,g,124.0
D202-103000000-0057,100g,g,100.0,540g,g,540.0
D202-103000000-0058,100g,g,100.0,240g,g,240.0
D202-103000000-0059,100g,g,100.0,165g,g,165.0
D202-103000000-0060,100g,g,100.0,205g,g,205.0
D202-103000000-0061,100g,g,100.0,755g,g,755.0
D202-103000000-0062,100g,g,100.0,120g,g,120.0
D202-103000000-0063,100g,g,100.0,155g,g,155.0
D202-103000000-0064,100g,g,100.0,210g,g,210.0
D202-103000000-0065,100g,g,100.0,148g,g,148.0
D202-103000000-0066,100g,g,100.0,175g,g,175.0
D202-103000000-0067,100g,g,100.0,187g,g,187.0
D202-103000000-0068,100g,g,100.0,136g,g,136.0
D202-103000000-0069,100g,g,100.0,139g,g,139.0
D202-103000000-0070,100g,g,100.0,143g,g,143.0
D202-103000000-0071,100g,g,100.0,88g,g,88.0
D202-103000000-0072,100g,g,100.0,91g,g,91.0
D202-103000000-0073,100g,g,100.0,94g,g,94.0
D202-103000000-0074,100g,g,100.0,148g,g,148.0
D202-103000000-0075,100g,g,100.0,125g,g,125.0
D202-103000000-0076,100g,g,100.0,125g,g,125.0
D202-103000000-0077,100g,g,100.0,130g,g,130.0
D202-103000000-0078,100g,g,100.0,459g,g,459.0
D202-103000000-0079,100g,g,100.0,50g,g,50.0
D202-103000000-0080,100g,g,100.0,157g,g,157.0
D202-103000000-0081,100g,g,100.0,250g,g,250.0
D202-103000000-0082,100g,g,100.0,185g,g,185.0
D202-103000000-0083,100g,g,100.0,144g,g,144.0
D202-103000000-0084,100g,g,100.0,137g,g,137.0
D202-103000000-0085,100g,g,100.0,170g,g,170.0
D202-103000000-0086,100g,g,100.0,285g,g,285.0
D202-103000000-0087,100g,g,100.0,134g,g,134.0
D202-103000000-0088,100g,g,100.0,99g,g,99.0
D202-103000000-0089,100g,g,100.0,137g,g,137.0
D202-103000000-0091,100g,g,100.0,165g,g,165.0
D202-103000000-0092,100g,g,100.0,96g,g,96.0
D202-103000000-0093,100g,g,100.0,130g,g,130.0
D202-103000000-0094,100g,g,100.0,210g,g,210.0
D202-103000000-0095,100g,g,100.0,210g,g,210.0
D202-103000000-0096,100g,g,100.0,157g,g,157.0
D202-103000000-0097,100g,g,100.0,160g,g,160.0
D202-103000000-0098,100g,g,100.0,120g,g,120.0
D202-103000000-0099,100g,g,100.0,190g,g,190.0
D202-103000000-0100,100g,g,100.0,81g,g,81.0
D202-103000000-0101,100g,g,100.0,101g,g,101.0
D202-103000000-0102,100g,g,100.0,240g,g,240.0
D202-103000000-0103,100g,g,100.0,185g,g,185.0
D202-103000000-0104,100g,g,100.0,700g,g,700.0
D202-103000000-0105,100g,g,100.0,155g,g,155.0
D202-103000000-0106,100g,g,100.0,110g,g,110.0
D220-737000000-0209,100ml,ml,100.0,600g,g,600.0
D220-737000000-0210,100ml,ml,100.0,464g,g,464.0
D220-737000000-0211,100ml,ml,100.0,383g,g,383.0
D220-737000000-0212,100ml,ml,100.0,484g,g,484.0
D220-737000000-0213,100ml,ml,100.0,360g,g,360.0
D220-737000000-0214,100ml,ml,100.0,420g,g,420.0
D220-737000000-0215,100ml,ml,100.0,360g,g,360.0
D220-737000000-0216,100ml,ml,100.0,360g,g,360.0
D220-737000000-0217,100ml,ml,100.0,473g,g,473.0
D220-737000000-0218,100ml,ml,100.0,355g,g,355.0
D220-737000000-0219,100ml,ml,100.0,410g,g,410.0
D220-737000000-0220,100ml,ml,100.0,415g,g,415.0
D220-737000000-0221,100ml,ml,100.0,414g,g,414.0
D220-737000000-0222,100ml,ml,100.0,360g,g,360.0
D220-737000000-0223,100ml,ml,100.0,575g,g,575.0
D220-737000000-0224,100ml,ml,100.0,473g,g,473.0
D220-737000000-0225,100ml,ml,100.0,584g,g,584.0
D220-737000000-0226,100ml,ml,100.0,415g,g,415.0
D220-737000000-0227,100ml,ml,100.0,415g,g,415.0
D220-737000000-0190,100ml,ml,100.0,100g,g,100.0
D220-737000000-0191,100ml,ml,100.0,600g,g,600.0
D220-737000000-0192,100ml,ml,100.0,100g,g,100.0
D220-737000000-0193,100ml,ml,100.0,600g,g,600.0
D220-737000000-0194,100ml,ml,100.0,591g,g,591.0
D220-737000000-0195,100ml,ml,100.0,355g,g,355.0
D220-737000000-0196,100ml,ml,100.0,410g,g,410.0
D220-737000000-0197,100ml,ml,100.0,414g,g,414.0
D220-737000000-0198,100ml,ml,100.0,600g,g,600.0
D220-737000000-0199,100ml,ml,100.0,480g,g,480.0
D220-737000000-0200,100ml,ml,100.0,360g,g,360.0
D220-737000000-0201,100ml,ml,100.0,431g,g,431.0
D220-737000000-0202,100ml,ml,100.0,360g,g,360.0
D220-737000000-0203,100ml,ml,100.0,355g,g,355.0
D220-737000000-0204,100ml,ml,100.0,415g,g,415.0
D220-737000000-0205,100ml,ml,100.0,360g,g,360.0
D220-737000000-0206,100ml,ml,100.0,473g,g,473.0
D220-737000000-0207,100ml,ml,100.0,450g,g,450.0
D220-737000000-0208,100ml,ml,100.0,360g,g,360.0
D202-103000000-0107,100g,g,100.0,200g,g,200.0
D202-103000000-0108,100g,g,100.0,50g,g,50.0
D202-103000000-0109,100g,g,100.0,45g,g,45.0
D202-103000000-0110,100g,g,100.0,240g,g,240.0
D202-103000000-0111,100g,g,100.0,130g,g,130.0
D202-103000000-0112,100g,g,100.0,230g,g,230.0
D202-103000000-0113,100g,g,100.0,90g,g,90.0
D202-103000000-0114,100g,g,100.0,66g,g,66.0
D202-103000000-0116,100g,g,100.0,123g,g,123.0
D202-103000000-0117,100g,g,100.0,109g,g,109.0
D202-103000000-0118,100g,g,100.0,205g,g,205.0
D202-103000000-0119,100g,g,100.0,205g,g,205.0
D202-103000000-0120,100g,g,100.0,261g,g,261.0
D202-103000000-0121,100g,g,100.0,322g,g,322.0
D202-103000000-0122,100g,g,100.0,120g,g,120.0
D202-103000000-0123,100g,g,100.0,208g,g,208.0
D202-103000000-0124,100g,g,100.0,50g,g,50.0
D202-103000000-0125,100g,g,100.0,110g,g,110.0
D202-103000000-0126,100g,g,100.0,220g,g,220.0
D220-737000000-0171,100ml,ml,100.0,335g,g,335.0
D220-737000000-0172,100ml,ml,100.0,520g,g,520.0
D220-737000000-0173,100ml,ml,100.0,395g,g,395.0
D220-737000000-0174,100ml,ml,100.0,415g,g,415.0
D220-737000000-0175,100ml,ml,100.0,354g,g,354.0
D220-737000000-0176,100ml,ml,100.0,355g,g,355.0
D220-737000000-0177,100ml,ml,100.0,414g,g,414.0
D220-737000000-0178,100ml,ml,100.0,473g,g,473.0
D220-737000000-0179,100ml,ml,100.0,527g,g,527.0
D220-737000000-0180,100ml,ml,100.0,355g,g,355.0
D220-737000000-0181,100ml,ml,100.0,770g,g,770.0
D220-737000000-0182,100ml,ml,100.0,630g,g,630.0
D220-737000000-0183,100ml,ml,100.0,473g,g,473.0
D220-737000000-0184,100ml,ml,100.0,360g,g,360.0
D220-737000000-0185,100ml,ml,100.0,473g,g,473.0
D220-737000000-0186,100ml,ml,100.0,591g,g,591.0
D220-737000000-0187,100ml,ml,100.0,414g,g,414.0
D220-737000000-0188,100ml,ml,100.0,660g,g,660.0
D220-737000000-0189,100ml,ml,100.0,591g,g,591.0
D220-737000000-0152,100ml,ml,100.0,360g,g,360.0
D220-737000000-0153,100ml,ml,100.0,360g,g,360.0
D220-737000000-0154,100ml,ml,100.0,360g,g,360.0
D220-737000000-0155,100ml,ml,100.0,360g,g,360.0
D220-737000000-0156,100ml,ml,100.0,360g,g,360.0
D220-737000000-0157,100ml,ml,100.0,360g,g,360.0
D220-737000000-0158,100ml,ml,100.0,360g,g,360.0
D220-737000000-0159,100ml,ml,100.0,432g,g,432.0
D220-737000000-0160,100ml,ml,100.0,473g,g,473.0
D220-737000000-0161,100ml,ml,100.0,355g,g,355.0
D220-737000000-0162,100ml,ml,100.0,355g,g,355.0
D220-737000000-0163,100ml,ml,100.0,514g,g,514.0
D220-737000000-0164,100ml,ml,100.0,389g,g,389.0
D220-737000000-0165,100ml,ml,100.0,473g,g,473.0
D220-737000000-0166,100ml,ml,100.0,591g,g,591.0
D220-737000000-0167,100ml,ml,100.0,414g,g,414.0
D220-737000000-0168,100ml,ml,100.0,100g,g,100.0
D220-737000000-0169,100ml,ml,100.0,414g,g,414.0
D220-737000000-0170,100ml,ml,100.0,455g,g,455.0
D220-737000000-0133,100ml,ml,100.0,355g,g,355.0
D220-737000000-0134,100ml,ml,100.0,550g,g,550.0
D220-737000000-0135,100ml,ml,100.0,520g,g,520.0
D220-737000000-0136,100ml,ml,100.0,395g,g,395.0
D220-737000000-0137,100ml,ml,100.0,100g,g,100.0
D220-737000000-0138,100ml,ml,100.0,591g,g,591.0
D220-737000000-0139,100ml,ml,100.0,473g,g,473.0
D220-737000000-0140,100ml,ml,100.0,591g,g,591.0
D220-737000000-0141,100ml,ml,100.0,414g,g,414.0
D220-737000000-0142,100ml,ml,100.0,414g,g,414.0
D220-737000000-0143,100ml,ml,100.0,360g,g,360.0
D220-737000000-0144,100ml,ml,100.0,360g,g,360.0
D220-737000000-0145,100ml,ml,100.0,600g,g,600.0
D220-737000000-0146,100ml,ml,100.0,100g,g,100.0
D220-737000000-0147,100ml,ml,100.0,360g,g,360.0
D220-737000000-0148,100ml,ml,100.0,360g,g,360.0
D220-737000000-0149,100ml,ml,100.0,360g,g,360.0
D220-737000000-0150,100ml,ml,100.0,360g,g,360.0
D220-737000000-0151,100ml,ml,100.0,360g,g,360.0
D220-737000000-0114,100ml,ml,100.0,385g,g,385.0
D220-737000000-0115,100ml,ml,100.0,480g,g,480.0
D220-737000000-0116,100ml,ml,100.0,380g,g,380.0
D220-737000000-0117,100ml,ml,100.0,591g,g,591.0
D220-737000000-0118,100ml,ml,100.0,360g,g,360.0
D220-737000000-0119,100ml,ml,100.0,600g,g,600.0
D220-737000000-0120,100ml,ml,100.0,473g,g,473.0
D220-737000000-0121,100ml,ml,100.0,464g,g,464.0
D220-737000000-0122,100ml,ml,100.0,383g,g,383.0
D220-737000000-0123,100ml,ml,100.0,500g,g,500.0
D220-737000000-0124,100ml,ml,100.0,473g,g,473.0
